Unnamed: 0;Clothing.ID;Age;Title;Review.Text;Rating;Recommended.IND;Positive.Feedback.Count;Division.Name;Department.Name;Class.Name;Unnamed: 11;Unnamed: 12;Unnamed: 13;Unnamed: 14;Unnamed: 15;Unnamed: 16;Unnamed: 17;Unnamed: 18;Review.Sentiment;Title.Sentiment;Review.Sentiment.Numeric;Title.Sentiment.Numeric
10867;1081;34;Beautiful color and super comfy. it runs large but the gathers still allow for it to have shape on the top.;5;1.0;4;General Petite;Dresses;Dresses;;;;;;;;;;negative;positive;-1;1
10874;1099;37;My new favorite;I love everything about this dress. beautiful vibrant color and fabric. i got the sp which is a perfect length for me to wear with the jasper & jeera nijar sandles. it is very flowy and full but i love that about it. happy i was able to snag a petite size but i think the regular would have been ok. i could have gotten away with an xs but the small fits great!;5.0;1;1;General;Dresses;Dresses;;;;;;;;;positive;positive;1;1
10876;119;48;Seafolly is my favorite swim/beach brand. the quality is always great! this is a colorful sheer kaftan that will get much use this summer.;4;1.0;0;Initmates;Intimate;Swim;;;;;;;;;;negative;positive;-1;1
10881;863;45;Great sweater;Love the weight. something i can wear winter and spring.;4.0;1;0;General;Tops;Knits;;;;;;;;;positive;positive;1;1
10885;1081;42;Soft;Love bailey 44. this dress does not disappoint. the blue is beautiful and the fit is very flattering. the material is really soft and the dress is very comfortable.;5.0;1;0;General Petite;Dresses;Dresses;;;;;;;;;positive;positive;1;1
10886;960;64;Is this top orange or red;"Wish this site had ""ask a question about the product"" feature like amazon does. just wondering if anyone has seen this product in person to verify color? it looks orange but descriptor says red. would appreciate feedback. thank you for your help.";5.0;1;0;General;Jackets;Jackets;;;;;;;;;negative;negative;-1;-1
10890;863;57;4;1;0.0;General;Tops;Knits;;;;;;;;;;;negative;negative;-1;-1
10892;1081;39;Gorgeous dress;I love wearing this dress and have had many compliments. it's a great color and a fabulous fit;5.0;1;0;General Petite;Dresses;Dresses;;;;;;;;;positive;positive;1;1
10893;863;39;Great lightweight piece!;I bought in white. great for a lightweight cover up. well made and cozy!;5.0;1;1;General;Tops;Knits;;;;;;;;;positive;positive;1;1
10897;863;65;Bright and fun;This sweater is a nice weight and may run a little on the large size. the orange is a nice tone--more on the blue side-- which suits my coloring more than a more yellow-orange. it is bright! i think it will look great over black top and slacks or light color top and jeans. nice weight for fall. a bit on the stretchy side so i hope it won't stretch too much out of shape.;4.0;1;0;General;Tops;Knits;;;;;;;;;positive;positive;1;1
10900;1081;41;Great for many occasions;I recently purchased this dress and am so happy with it. the gathered area over the bust is visually interesting and isn't too revealing. the jersey material hangs beautifully. i also appreciate it being lined.;5.0;1;0;General Petite;Dresses;Dresses;;;;;;;;;positive;positive;1;1
10907;1025;47;Perfect fit;I have trouble finding pants that are long enough and also narrow enough on my hips. these fit like a glove and never stretch out.;5.0;1;0;General;Bottoms;Jeans;;;;;;;;;positive;positive;1;1
10908;1081;34;Spanx;Super soft. pretty blue green color. packs super well for traveling.;5.0;1;0;General Petite;Dresses;Dresses;;;;;;;;;positive;positive;1;1
10913;1081;52;Elegant for work or night out;I do not see this as frumpy if you wear it with heels. i think the bodice is very flattering.;4.0;1;1;General Petite;Dresses;Dresses;;;;;;;;;positive;positive;1;1
10916;854;36;5;1;0.0;General;Tops;Knits;;;;;;;;;;;negative;negative;-1;-1
10918;854;40;Pretty details;I have this shirt in the gray and in the orange and i just love the details on front.;4.0;1;0;General;Tops;Knits;;;;;;;;;positive;positive;1;1
10922;1092;56;Pretty dress;I love this dress but sadly for me it didn't look good on my body type. i'm a 36 dd and not thin so it made me look like a beached whale. i saw it on two different sales clerks in the stoe and they both looked adorable.;5.0;1;0;General Petite;Dresses;Dresses;;;;;;;;;positive;positive;1;1
10928;1083;37;Beautiful dress;I received so many compliments on this dress. i purchased my usual size 12 and it fit fine. i agree with some other reviewers that i could have probably gone a size down for a more snug fit.;5.0;1;0;General;Dresses;Dresses;;;;;;;;;positive;positive;1;1
10937;1092;42;Buy this dress. now.;"I tried it on while out of town. i was concerned about getting it home but i kept thinking about it. i purchased it online once i got home. the colors are beautiful. it's a swing dress with quite a bit of ""swing"". this is perfect for me because i'm sensitive about my mid section. i wore mine with 3.5in brown sandals. my husband said i had ""legs for days"". i'll take that as a great compliment. i usually wear a medium but could have worn the small in this dress. i preferred the medium because it w";5.0;1;0;General Petite;Dresses;Dresses;;;;;;;;;positive;positive;1;1
10942;1086;34;The best dress ever!;I am currently wearing this dress. i wear it whenever i can get away with it. i have it in red and it works incredible on my coloring. the front is modest enough for work while the back is sweet and unexpected.;5.0;1;0;General;Dresses;Dresses;;;;;;;;;positive;positive;1;1
10943;1092;47;Lovely and comfortable;I love this dress. i get so many compliments from strangers every time i where it. must buy.;5.0;1;0;General Petite;Dresses;Dresses;;;;;;;;;positive;positive;1;1
10945;1092;37;Just perfect;I very rarely buy at full price but had to have this on and it is worth it.  i sized down and fits great. tons of compliments!;5.0;1;0;General Petite;Dresses;Dresses;;;;;;;;;positive;positive;1;1
10946;172;37;Cozy;Bought as a gift. really soft and cozy. i am sure she will love it!;5.0;1;0;Initmates;Intimate;Sleep;;;;;;;;;positive;positive;1;1
10947;172;20;So comfortable;I absolutely love this product! it is so versatile and i can wear it up or dress it down. absolutely perfect paired with leggings to sit in classes all day :);5.0;1;0;Initmates;Intimate;Sleep;;;;;;;;;positive;positive;1;1
10951;1092;65;Great dress!;"This is a fantastic dress! i wore it for a recent wedding and received many compliments. the fit is phenomenal; the dress is extremely comfortable and flattering. i am full-figured and it fit beautifully and was very true to size. this dress would look good on an 18 year old or a 70 year old!";5.0;1;0;General Petite;Dresses;Dresses;;;;;;;;;positive;positive;1;1
10954;1083;50;I love this dress!;"I do love this dress. i wore it for my 20th anniversary party and received numerous compliments. it's great for embracing your curves. it has a wonderful ""vintage-made-modern"" flair that classic retailer pieces always have. you do have to be careful when wearing it...jewelry or belts may snag the intricate lacework. i am definitely the type of shopper who waits for a sale. this is one of the few pieces i felt i could splurge on. it is just that unique. i hope that retailer continues to carry these t";5.0;1;0;General;Dresses;Dresses;;;;;;;;;positive;positive;1;1
10958;986;33;Cute kimono;Super cute! no complaints! fun print! light weight soft material!;5.0;1;0;General;Jackets;Jackets;;;;;;;;;positive;positive;1;1
10960;1083;55;Not good for florida;Read all the reviews i didn't really understand that it really had real shape wear in the skirt. i live in florida and found the dress to be too confining and hot. i would never get any wear out of it. much better for someone up north. had to return it.;3.0;1;0;General;Dresses;Dresses;;;;;;;;;positive;negative;1;-1
10963;1094;52;Love!;Just received and tried it on right away. really flattering fit and comfortable! unusual neckline that you can wear plain or accessorize. i'm so happy i decided to take a chance on this one!;5.0;1;0;General;Dresses;Dresses;;;;;;;;;positive;positive;1;1
10964;1092;41;Dainty and darling;This dress ladies is simply amazing and perfect!!!;5.0;1;0;General Petite;Dresses;Dresses;;;;;;;;;positive;positive;1;1
10973;934;56;Gorgeous and comfy;"This sweater runs oversized; very soft and comfortable and colors are spot on for fall. love the sleeve length.";5.0;1;0;General;Tops;Sweaters;;;;;;;;;positive;positive;1;1
10975;1092;47;Didn't work for me!;"So sad!  this beautiful dress which i have been waiting to receive didn't work for me.  i'm a 5'7"" hourglass girl and it just made me look big!  but i love the pattern and the way it looks on the photo online!  so sad but will return it!0";3.0;0;1;General Petite;Dresses;Dresses;;;;;;;;;positive;negative;1;-1
10976;1092;48;I absolutely love this dress. i am 5'0 and 167 pounds and the extra large was way too big. the large was perfect. the fabric is substantial but the fit is loose and swingy so it is good for the atlanta heat and humidity. i want to wear this every day.;5;1.0;0;General Petite;Dresses;Dresses;;;;;;;;;;negative;negative;-1;-1
10982;1092;41;Comfortable and fun!;When i saw this i had to have it! i was pleasantly surprised that i was actually able to go down a size (normally a l for the bust) but was able to get into the medium with some room across the chest. it drapes nicely and the inner liner is not tight but flows along with the dress. so many compliments each time i wear it!;5.0;1;0;General Petite;Dresses;Dresses;;;;;;;;;positive;positive;1;1
10985;1092;43;Lovely in person-check stores for availability;Was enchanted by this dress from the moment i saw it online. i was able to find it at my local retailer;5.0;1;2;General Petite;Dresses;Dresses;;;;;;;;;negative;positive;-1;1
10986;1107;41;Cute! not for me;It looks so cute and i love the detail on this dress but it was not flattering on me. light summer dress and that was exactly what i needed but i had to exchange it with something else.;3.0;1;0;General;Dresses;Dresses;;;;;;;;;positive;positive;1;1
10990;1092;53;I love this dress. the colors are eye catching. if flows nicely.;5;1.0;0;General Petite;Dresses;Dresses;;;;;;;;;;negative;negative;-1;-1
10995;1086;60;Just ok;Material cheap. too small. good idea for design. love princess cut but bad material. good idea though. sending back;2.0;0;0;General;Dresses;Dresses;;;;;;;;;negative;neutral;-1;0
11003;986;34;Airy and light;Perfect for summer nights. makes any outfit that much special!;5.0;1;1;General;Jackets;Jackets;;;;;;;;;positive;positive;1;1
11005;1083;44;Stunning!;This dress is even better in person! the attention to detail and craftsmanship are amazing. i received compliments all night from total strangers.;5.0;1;0;General;Dresses;Dresses;;;;;;;;;positive;positive;1;1
11006;990;39;Great comfy basic;This skirt is perfect! it just pulls on and lays nice and smooth. the fabric is soft and just the right thickness and stretch. i wore it with black tights and knee high boots for new year's eve and had many compliments! it runs a tad big. i am about 130lb and the small fits great although a tad larger than i would have expected. i assume it might srink in the wash a little anyway. my new favorite!;5.0;1;1;General;Bottoms;Skirts;;;;;;;;;positive;positive;1;1
11008;1092;35;I don't want to take it off ever!;I just bought this dress today and i'm in love! i can't wait for the wedding i am wearing it to so i can wear it to other fun things too! looks even more amazing in heels.;5.0;1;2;General Petite;Dresses;Dresses;;;;;;;;;positive;negative;1;-1
11013;943;75;3;0;0.0;General;Tops;Sweaters;;;;;;;;;;;negative;negative;-1;-1
11018;1093;51;Beautiful dress;Love this dress. purchased in white. runs true to size. made well.;5.0;1;0;General;Dresses;Dresses;;;;;;;;;positive;positive;1;1
11022;1035;32;Where o where did the old pilcro ankle stet go??? these are a cheap impersonator. the denim used to be thick which really did wonders for the fit and overall appearance of how the denim lays over your lower half. the last 3 pairs of pilcro stets i've ordered have gone right back because they are nowhere close to the greatness they were originally. the pockets on these jeans sit so so low- completely unflattering. the ankles are significantly smaller circumferentially. the old stet ankle jeans ha;1;0.0;28;General Petite;Bottoms;Jeans;;;;;;;;;;negative;negative;-1;-1
11029;143;38;5;1;0.0;Initmates;Intimate;Layering;;;;;;;;;;;negative;negative;-1;-1
11030;872;35;Cute top;This top is really pretty & i think i will be happy when i pull it out in the spring to wear it. the only complaint is that the front is very sheer. you have to wear an under shirt of some kind.;4.0;1;0;General;Tops;Knits;;;;;;;;;positive;positive;1;1
11033;872;64;Great buy;Love this top. ..especially the back. the back makes the whole top.;5.0;1;0;General;Tops;Knits;;;;;;;;;positive;positive;1;1
11038;1050;36;I'm tall and it's perfect;I'm always scared of rompers because of my height and long legs. but this one was perfect. it didn't ride up or hit in a weird spot on the hips. it's very flattering.;5.0;1;1;General Petite;Bottoms;Pants;;;;;;;;;negative;positive;-1;1
11049;356;27;Super comfortable;I love this with skinny jeans! it is comfortable and soft. it fits well.;5.0;1;0;General Petite;Intimate;Lounge;;;;;;;;;positive;positive;1;1
11050;1093;34;Gorgeous;Can be dressed up or down. details are pretty without being gaudy. i got an 00p which fits well - i can wear it with a belt to give it some shape too. love it!;5.0;1;0;General;Dresses;Dresses;;;;;;;;;positive;positive;1;1
11051;1050;35;Runs large...good for ego!;This is such a cute jumper! i bought it to wear to a beach wedding. i took a chance trying on a medium (i'm a true large) and was pleasantly surprised by how well it fit! very excited to add this to my spring/summer repertoire!;5.0;1;5;General Petite;Bottoms;Pants;;;;;;;;;positive;positive;1;1
11057;866;51;Lovely;Falls beautifully and the color is vibrant. can be dressed up or worn casually. texture adds even more uniqueness. a little heavy but this is outweighed by its other lovely features.;4.0;1;0;General;Tops;Knits;;;;;;;;;positive;positive;1;1
11059;1092;53;Sweet printed dress;I just bought this dress on the half off sale price which is practically a steal and i must say i absolutely adore it! it runs pretty tts but all they had available was one size up from my usual 6 so i bought the 8 and it fits just fine (34d-27-35). the color is beautiful and the look of the dress is very vintage 30's/40's and so cute. i didn't find the sleeves to stick out at all on me so maybe i just got lucky and the print is just adorable on this. i highly recommend!;5.0;1;0;General Petite;Dresses;Dresses;;;;;;;;;positive;positive;1;1
11060;866;43;Beautiful and soft;This top fits great. maybe a tad on the large side but not enough to go down a size. i love the fit. the bell sleeves and peplum are so flattering. definitely worth the price too!;5.0;1;1;General;Tops;Knits;;;;;;;;;positive;positive;1;1
11074;1086;39;Pretty pleasing;"Very pleased with this vibrant and colorful sweater dress. the color combinations are very beautiful and it seems as if the threads used have an inherent shimmer. the fit is body skimming without highlighting trouble spots. i am a m/l on top and a s/m on bottom and the size medium fits perfectly. the cut adds the illusion of proportion to my disproportionate body. there are some problems but workable: slip is sewn-in which i wish was detachable; the scoop neck is too low for my 36ddd bust; weave";5.0;1;0;General;Dresses;Dresses;;;;;;;;;positive;positive;1;1
11078;831;49;Better in person;I probably would have never purchased this blouse is i had only seen it online. but i was at our local store looking for something else and spotted it hanging all the way on the other end of the store. a salesperson encouraged me to try it on and it is beautiful! it can easily be dressed up or down. you can tie the bow in multiple ways or leave it hanging. it is sheer but the pattern obscures the transparency so no camisole is needed. it embraces the 70's vibe in a modern way. i absolutely love;4.0;1;0;General Petite;Tops;Blouses;;;;;;;;;positive;positive;1;1
11079;90;41;Love the fit and feel of these. and super stylish too. i want in more colors if i can get it.;5;1.0;0;Initmates;Intimate;Legwear;;;;;;;;;;negative;positive;-1;1
11082;1030;56;Run two sizes too small;These run so small!! i was dissapointed with having to return my pair. i'm hoping they are replenished back in stock so i can get the proper size.;5.0;1;0;General;Bottoms;Jeans;;;;;;;;;positive;positive;1;1
11084;90;27;"These leggings are great in quality and are thick enough to wear as pants; the rise is perfect. the only issue is that they stretch during wear and end up being a size larger.";3;1.0;0;Initmates;Intimate;Legwear;;;;;;;;;;negative;negative;-1;-1
11093;829;50;Soft beautiful top;This blouse is gorgeous on i purchased at my local store i noticed it was $29.99 + 30% = $21.00 omg it's so nice on it's soft and comfortable and the gold threading make it sunning it does run a little small in the chest area;5.0;1;0;General Petite;Tops;Blouses;;;;;;;;;positive;positive;1;1
11095;873;41;Beautiful but too short!;"I'm 5'7"" with a dd bust and this top in a medium doesn't even hit at my hip. i'm not sure why so many of these tops are being made so short! i just purchased another peasant lace top that has the same problem #it ends up being very boxy looking!#. adding a few inches in length would have made this top perfection! debating about ordering a large just to add length but otherwise the tops fits everywhere else ;# it's so pretty though! the lace detail and the nude panel are so delicate and the mater";4.0;1;2;General;Tops;Knits;;;;;;;;;positive;positive;1;1
11097;873;39;5;1;0.0;General;Tops;Knits;;;;;;;;;;;negative;negative;-1;-1
11098;829;39;Really pretty!;I tried this on in the store and decided to order a larger size online. the fabric by the buttons is very thin so any pulling will cause tears the one i tried on in store was shredded by someone else trying it. i'm a 34 dd and bought a 14. before trying it on i noticed the fabric is already pulling a little right out of the package. trying to decide if it is worth keeping or will be destroyed from wearing.   it really is very cute on.;3.0;1;0;General Petite;Tops;Blouses;;;;;;;;;positive;negative;1;-1
11106;829;50;Rather cheap looking;Cute in the on line photo but in person it looks cheap and has gold running through it. if you look really close in the photo you can see it.;2.0;0;11;General Petite;Tops;Blouses;;;;;;;;;negative;negative;-1;-1
11110;90;43;Too much like jodphurs!;Good quality fabric and structure but the mix media details and lines make them seem more like jodphurs than leggings. it's hard to see where i would wear them ... sorry but they have to go back.;2.0;0;0;Initmates;Intimate;Legwear;;;;;;;;;negative;negative;-1;-1
11115;829;37;Stunning;This shirt is so stunning. the photo does this shirt no justice. what you can't see from the image are the tiny gold threads that are woven throughout the shirt. they run vertically.and are very subtle and seen only up close. so pretty. also the detail in the chest area is perfect. i love this shirt.;5.0;1;12;General Petite;Tops;Blouses;;;;;;;;;positive;positive;1;1
11119;829;37;Beautiful!;Beautiful shirt! i recently purchased this on sale and it has been marked down even further so definitely buy it! it is very pretty with the gold interwoven in the material. the peplum is also not overwhelming. it looks great with a pair of jeans and heels. my husband immediately commented on this shirt and he does not notice anything?;4.0;1;0;General Petite;Tops;Blouses;;;;;;;;;positive;positive;1;1
11120;90;34;Feel like leggings - look like pants!;Soooooo cute. fit like a dream. look like regular pants. could dress up or dress down. i bought the grey and the slight herringbone pattern was so adorable. going to buy in the black as well. normally wear size 4-6 got the small and fits perfect.;5.0;1;2;Initmates;Intimate;Legwear;;;;;;;;;positive;negative;1;-1
11124;906;41;5;1;0.0;General Petite;Tops;Fine gauge;;;;;;;;;;;negative;negative;-1;-1
11125;906;42;Beautiful!;This is perfection in the color sky. get you one now. you will not regret it. it is super soft and flattering!;5.0;1;0;General Petite;Tops;Fine gauge;;;;;;;;;positive;positive;1;1
11129;1025;34;Most comfortable jeans;Probably the most comfortable jeans i have ever owned. they are more comfortable even than yoga leggings. they look and fit like real jeans while feeling like loungewear. i have nothing negative to say about them.;5.0;1;2;General;Bottoms;Jeans;;;;;;;;;positive;positive;1;1
11135;1078;24;Lovely flow and fabric;This is a beautiful dress. i love the bohemian style and flow. works well with dressing up or dressing down. very quality.;5.0;1;0;General;Dresses;Dresses;;;;;;;;;positive;positive;1;1
11136;1028;40;Love these jeans;I have two pair of these jeans. one at the original length for heels and one hemmed for flats. i'm ordering another pair because i wear them constantly.;5.0;1;0;General Petite;Bottoms;Jeans;;;;;;;;;positive;positive;1;1
11137;862;40;So comfortable!;So easy to put on for a casual day!  washes great!;5.0;1;6;General;Tops;Knits;;;;;;;;;positive;positive;1;1
11141;1078;24;5;1;0.0;General;Dresses;Dresses;;;;;;;;;;;negative;negative;-1;-1
11146;1028;66;Perfect jeans!;"I've been shopping with retailer over 10 years and this is my first review. i almost didn't order after reading negative reviews from petite ladies. i'm 5' 2"" and these jeans are perfection! they look amazing with a 2-3 inch heel. i don't think they are meant to wear with flats since petite people look ridiculous in flats with boot cut or wide leg anyway. love these!";5.0;1;1;General Petite;Bottoms;Jeans;;;;;;;;;positive;positive;1;1
11149;862;39;Classy and comfortable.;Classy tunic can be worn with jeans or leggings. neckline is small but stretches so it goes on easily. color is perfect for spring. my only word of caution.....the design can add a bit of bulk around the middle so probably not your best bet if you are tummy conscious.;5.0;1;1;General;Tops;Knits;;;;;;;;;positive;positive;1;1
11160;1025;26;My staple jean;Highly recommend these jeans! they are ultra-soft and fit your body like a dream. the wash is flattering on them as well. i was looking for a pair of jeans to be my go to and ultimately landed on these. they do runa little big but they do not stretch out much so i went with my usual size.;5.0;1;1;General;Bottoms;Jeans;;;;;;;;;positive;positive;1;1
11162;906;29;Versatile;"I have received several compliments when wearing this sweater. perfect to dress up or dress down. purchased it in black and red. does run on large. i am 5'3"" roughly 110 lbs ordered an xs.";5.0;1;0;General Petite;Tops;Fine gauge;;;;;;;;;positive;positive;1;1
11171;1075;34;Stunning print;I'm in love with this print! the fabric feels wonderful- this is such a perfect transition dress! the adjustable waist tie makes the dress fit great!;5.0;1;7;General;Dresses;Dresses;;;;;;;;;positive;positive;1;1
11172;1025;66;Most comfortably jeans ever;These are literally the most comfortable and the softest jeans i have ever owned. i just got them a few weeks ago and i'm already obsessed with them. they have the perfect amount of stretch that makes them flattering and comfortable but they don't stretch out like all my other jeans do. i ordered my usual size 28 and they fit great! can't recommend these enough!;5.0;1;2;General;Bottoms;Jeans;;;;;;;;;positive;positive;1;1
11175;1025;48;5;1;0.0;General;Bottoms;Jeans;;;;;;;;;;;negative;negative;-1;-1
11177;906;39;4;1;0.0;General Petite;Tops;Fine gauge;;;;;;;;;;;negative;negative;-1;-1
11186;862;37;Beautiful and flattering;This color is gorgeous. this could be dressed up or down. great buy!;5.0;1;0;General Petite;Tops;Knits;;;;;;;;;positive;positive;1;1
11188;1078;65;Not as pictured;I just received this dress wadded up in a bag. it is nothing like the colors shown on line. in the picture it appears blue and white. in actuality it is teal and a funky color of beigey pink. the top is see though but it does see have a slip under the skirt. will be sending it back and again remind myself why i shouldn't try to buy a dress on line.;1.0;0;4;General Petite;Dresses;Dresses;;;;;;;;;negative;negative;-1;-1
11190;375;39;I think it's a little on the long side and the sleeves are a little tight but otherwise i really like this jacket. it's lightweight for summer and yet more stylish than the other long sleeve things i grab in case i get cold.;4;1.0;0;Initmates;Intimate;Lounge;;;;;;;;;;negative;negative;-1;-1
11192;375;32;"My new favorite cozy and stylish ""go-to"" piece for everything from park with the kiddos to mat class to impromptu financial meetings.";5;1.0;11;Initmates;Intimate;Lounge;;;;;;;;;;negative;positive;-1;1
11193;864;37;5;1;0.0;General;Tops;Knits;;;;;;;;;;;negative;negative;-1;-1
11194;375;48;This jacket is stylish and unique. love the lines and the fit is very flattering.coral is a bit more orange/dk. peach than what i think of as typical coral. fun color for spring. i sized up from my typical s to m.;5;1.0;4;Initmates;Intimate;Lounge;;;;;;;;;;negative;negative;-1;-1
11195;872;38;Love this tank! it's super soft and has a lovely drape. i got 3 colors on sale and am so glad i did!;5;1.0;0;General;Tops;Knits;;;;;;;;;;negative;negative;-1;-1
11200;872;68;5;1;0.0;General;Tops;Knits;;;;;;;;;;;negative;negative;-1;-1
11202;558;27;Great basic!;The shirt fits true to size. the length of the top is great: not too short (won't show your midrift when you raise your arms) not too long (this is a shirt not a dress). this is a great top for a casual day in jeans or a flirty day with skirt to dress it up.;5.0;1;0;Initmates;Intimate;Layering;;;;;;;;;positive;positive;1;1
11203;1095;33;This dress is one of a kind! i saw it on sale and immediately snatched it for a very reasonable price. i could not be happier. i've already had the chance to wear it at an event and felt like miss mary from downton abby. very classy and elegant.;5;1.0;0;General Petite;Dresses;Dresses;;;;;;;;;;negative;negative;-1;-1
11204;830;32;Classic & elegant;This top is gorgeous in person! i'm in love with it! it's perfect for the holiday season. it runs a little big and long so i suggest going down a size for a more tailored fit.;5.0;1;0;General;Tops;Blouses;;;;;;;;;positive;positive;1;1
11205;375;55;Not true to size;I saw this jacket in the store and thought it was really cute..and finally a nice length!! ordered the xl because l and was afraid of shrinkage and it is no larger than the l. runs at least a size small with not alot of give. i will unfortunately have to bring it back.;3.0;0;5;Initmates;Intimate;Lounge;;;;;;;;;positive;negative;1;-1
11209;375;57;Cute jacket.;Great jacket for a cool morning. not too heavy and i found it to run true to size. nice little details.;5.0;1;0;Initmates;Intimate;Lounge;;;;;;;;;positive;positive;1;1
11216;1126;31;5;1;0.0;General;Jackets;Outerwear;;;;;;;;;;;negative;negative;-1;-1
11220;558;41;5;1;0.0;Initmates;Intimate;Layering;;;;;;;;;;;negative;negative;-1;-1
11223;872;34;Love this shirt!;This is a great shirt but it was big for its size. i'm also short so maybe the petite size would have fit me better;5.0;1;0;General;Tops;Knits;;;;;;;;;positive;positive;1;1
11227;375;51;Awesome!;I ordered the orange color too. these are perfect for throwing on over workout clothes and then running errands.;5.0;1;2;Initmates;Intimate;Lounge;;;;;;;;;positive;positive;1;1
11236;872;35;Love the colors!;The colors are beautiful;5.0;1;0;General;Tops;Knits;;;;;;;;;positive;positive;1;1
11240;872;78;This product is perfect for early fall wear. when the weather is a little cooler a shell worn under it will be fabulous;5;1.0;0;General;Tops;Knits;;;;;;;;;;negative;negative;-1;-1
11246;872;84;Perfect everyday tank;I live in a hot and humid climate so this tank is perfect for everyday use. you can dress it up or down and the lightweight material keeps you cool. i bought it in 2 colors and may go back for more. i wish i would have found them sooner.;5.0;1;0;General;Tops;Knits;;;;;;;;;positive;positive;1;1
11247;375;61;Cute jacket;I just received this jacket in the cream color. it is so cute! you can change it from 3/4 to full length sleeves. i ordered both an xs and s and kept the s after i saw that i could cinch the waist to fit better. in the picture it looks a bit boxier than it really is possibly because not cinched. the material is good quality and the jacket is complete with attention to detail from the buttons to the jean contrast pull on the zipper. i love this jacket! it is a good cross over from athletic to cas;5.0;1;0;Initmates;Intimate;Lounge;;;;;;;;;positive;positive;1;1
11249;1009;32;5;1;0.0;General;Bottoms;Skirts;;;;;;;;;;;negative;negative;-1;-1
11250;375;52;Love it!;So pretty & comfortable! love it!;5.0;1;0;Initmates;Intimate;Lounge;;;;;;;;;positive;positive;1;1
11251;872;32;Cute and comfy;The tank top fits well. i usually boarded between a large and an xl and i got a large in this shirt which was perfect. it is kind of thin material so i wear a white tank under it. it's not too big in the armpits which is nice so my bra doesn't show. material is really soft and comfortable. it fits loose but not baggy.;4.0;1;0;General;Tops;Knits;;;;;;;;;positive;positive;1;1
11254;872;64;Love the look- couldn't resist;The uniqueness of this top caught my eye online. i normally wld not want a long sleeve top in the summer. a bit warm to wear outside now but i like the casual but unique style of it. it's a top i can wear now but only indoors with a/c. the regular small fits fine. a little oversized & sleeves a little long - as in the pic. the color/style/detaling is exactly as in the pic - no surprises. soft & comfy. a little opaque but a nude bra will work fine. i don't see the need for a tank/cami under it. i;5.0;1;3;General;Tops;Knits;;;;;;;;;positive;negative;1;-1
11261;864;34;Love it!;Love everything about this top.  the ruffles give the top a great edgy style.  will look great with some skinny jeans and boots.;5.0;1;0;General Petite;Tops;Knits;;;;;;;;;positive;positive;1;1
11265;872;33;Nice casual tank;I bought this in two colors : the green which i love and the washed out look adds some interest to make this other than a plain tank. i also bought this in white and it is completely see through. i will never understand why designers don't pay attention to how fabric would look as soon as you put a bra on. if you want to wear a tank under your tank then get the lighter colors otherwise i would stick with the green.. honestly debating on whether to buy the bright blue color but i fear it's just n;4.0;1;12;General;Tops;Knits;;;;;;;;;positive;positive;1;1
11268;1094;54;Love this dress !!;5;1.0;0;General Petite;Dresses;Dresses;;;;;;;;;;negative;positive;-1;1
11270;1096;48;Colorful maxi;This is the first maxi i purchased this summer. i went with a petite as the regular length would need to be altered and i didn't want to lose some of the pattern on the bottom. it is a beautiful flowy dress. no need for a slip. it has beads on the bodice. i kept the dress but it is tight at the chest area and sizing up wouldn't have made that much of a difference..kinda uncomfortable in the chest area. has yet to be worn so may return..;4.0;1;0;General Petite;Dresses;Dresses;;;;;;;;;positive;positive;1;1
11274;829;37;Very bulky at the bottom;I love the color of this top but the style is not flattering. i normally wear a l or xl in retailer clothes and i ordered a l in this and it was massive! i went into the store to try on a medium and it fit much better but is still very bulky around the middle where the ruffles are and it is very wide. bummer;2.0;0;2;General;Tops;Blouses;;;;;;;;;positive;negative;1;-1
11279;872;35;Precious!;This shirt is just precious! i cannot wait to pair it with a pair of white skinny jeans and wedges in the spring. i'm so in love with it. the detail is just beautiful.;5.0;1;3;General;Tops;Knits;;;;;;;;;positive;positive;1;1
11282;829;35;Tight sleeves;Seems there was a design defect in this item--sleeves are way too tight and hardly go on without ripping the shirt. i have pretty thin arms so it's hard to imagine this not happening on anyone. too bad because it's otherwise a very nice top.;1.0;0;0;General;Tops;Blouses;;;;;;;;;negative;negative;-1;-1
11287;1094;37;Fits like a glove;I love this dress! it flatters so nicely. i'm 5'3 and pretty thin. it hugs all my curves snugly.;5.0;1;0;General;Dresses;Dresses;;;;;;;;;positive;negative;1;-1
11289;829;53;Soft and swinging;The color and fabric are really soft and lovely. it runs big so you can get away with a size smaller of even 2 sizes smaller. it would look great paired with leggings and boots and a long sweater coat or with skinny jeans and sandals. this is going to be my new favorite.;4.0;1;0;General;Tops;Blouses;;;;;;;;;positive;positive;1;1
11292;873;34;Love this top. purchased for family photos and i think it's great. personally i don't think the model shot is doing it justice - it's much prettier in person. runs true to size for retailer. i am a 34d and i purchased a small.;5;1.0;17;General;Tops;Knits;;;;;;;;;;negative;negative;-1;-1
11298;1096;36;Only for no chested women;This is a beautiful dress but unfortunately it is only for women who are not well endowed - it is extremely well fitted in the chest. the high waste also poufs out due to a lot of extra material and the double lining. a beautiful dress but a very very poor construction. also there are bright blue and yellow beads in the chest area that are a bizarre combo to the corals and browns of the fabric. i am normally a 4/6 at retailer and the 8 was extremely small.;2.0;0;3;General Petite;Dresses;Dresses;;;;;;;;;negative;negative;-1;-1
